500
2
2000
2
20104020102040301030304030305030106030401030603030503150204030503010602050403020304050101020606040
(((1, 0), (1, 1)), 3, 307.77777777777777)
(((1, 1), (2, 1)), 3, 380.0)
(((1, 2), (2, 2)), 3, 290.0)
(((1, 3), (1, 4)), 4, 491.25)
(((1, 4), (2, 4)), 1916, 1177.2597176657744)
(((1, 4), (1, 5)), 2, 140.0)
(((2, 0), (2, 1)), 2, 160.0)
(((2, 1), (3, 1)), 2, 160.0)
(((2, 1), (2, 2)), 4, 426.6666666666667)
(((2, 3), (2, 4)), 3, 247.77777777777774)
(((2, 4), (3, 4)), 5, 545.0)
(((2, 4), (2, 5)), 3, 407.2222222222222)
(((3, 0), (3, 1)), 3, 301.1111111111111)
(((3, 3), (4, 3)), 3, 283.3333333333333)
(((3, 3), (3, 4)), 17, 850.9803921568625)
(((3, 4), (4, 4)), 5, 580.0)
(((3, 4), (3, 5)), 6, 625.5555555555555)
(((4, 2), (4, 3)), 3, 379.4444444444444)
(((4, 3), (5, 3)), 3, 303.8888888888889)
(((4, 3), (4, 4)), 2, 193.33333333333334)
(((4, 4), (5, 4)), 3, 405.5555555555555)
(((4, 4), (4, 5)), 3, 387.22222222222223)
(((5, 2), (5, 3)), 2, 220.0)
