500
2
2000
2
10203060105060503020602030401020603020104020102050105060206030305010201050103050204040503060405030
(((1, 1), (1, 2)), 40, 184.05)
(((2, 0), (2, 1)), 1339, 372.06822788861615)
(((2, 1), (3, 1)), 40, 185.95)
(((2, 1), (2, 2)), 90, 257.87777777777785)
(((2, 2), (2, 3)), 65, 232.43076923076924)
(((2, 3), (3, 3)), 69, 238.8695652173913)
(((3, 3), (3, 4)), 38, 179.73684210526312)
(((3, 4), (4, 4)), 148, 291.29279279279285)
(((3, 4), (3, 5)), 140, 287.37380952380954)
(((5, 2), (5, 3)), 31, 157.4516129032258)
