500
2
2000
2
40403030605010505010102020502020404010401060505010403060505060203020401020401020204050503020105060
(((1, 1), (2, 1)), 92, 194.33695652173913)
(((1, 4), (2, 4)), 53, 150.32075471698113)
(((2, 3), (2, 4)), 92, 194.43478260869574)
(((2, 4), (3, 4)), 1210, 505.7010428964967)
(((2, 4), (2, 5)), 69, 173.44927536231884)
(((3, 0), (4, 0)), 73, 177.7260273972603)
(((3, 2), (4, 2)), 65, 167.63076923076918)
(((4, 3), (5, 3)), 67, 170.3582089552239)
(((4, 4), (5, 4)), 73, 177.88127853881275)
(((5, 1), (6, 1)), 78, 182.6410256410256)
(((5, 3), (6, 3)), 55, 154.1818181818181)
(((5, 3), (5, 4)), 73, 177.94520547945206)
