500
2
2000
2
10106050406050204020302030303030202060203020105050301040302060201020102040202030102050202030601040
(((1, 3), (2, 3)), 35, 192.0)
(((1, 3), (1, 4)), 26, 157.5)
(((1, 4), (2, 4)), 31, 181.93548387096774)
(((2, 3), (3, 3)), 25, 153.60000000000002)
(((2, 4), (2, 5)), 32, 182.23958333333334)
(((3, 5), (4, 5)), 76, 266.81140350877195)
(((4, 0), (4, 1)), 23, 143.6231884057971)
(((4, 1), (5, 1)), 112, 293.28273809523824)
(((4, 1), (4, 2)), 49, 226.98639455782313)
(((4, 2), (5, 2)), 26, 158.46153846153845)
(((4, 2), (4, 3)), 27, 163.7037037037037)
(((4, 4), (4, 5)), 1154, 899.354274985557)
(((4, 5), (5, 5)), 45, 220.33333333333334)
(((4, 5), (4, 6)), 25, 153.39999999999998)
(((5, 0), (6, 0)), 32, 184.21875)
(((5, 0), (5, 1)), 103, 286.3203883495146)
(((5, 1), (6, 1)), 110, 291.26060606060605)
(((5, 1), (5, 2)), 42, 213.11904761904762)
(((5, 3), (6, 3)), 27, 162.22222222222223)
