500
2
2000
2
30604040506010602060401010203030203060306050201010201040204010106050101010302050105020606040304010
(((0, 1), (1, 1)), 103, 176.78640776699035)
(((2, 1), (2, 2)), 104, 176.61538461538458)
(((2, 2), (2, 3)), 92, 168.55434782608697)
(((3, 4), (3, 5)), 71, 148.90140845070428)
(((4, 1), (5, 1)), 122, 187.51639344262296)
(((4, 2), (5, 2)), 81, 159.9506172839506)
(((4, 5), (5, 5)), 178, 207.98501872659173)
(((4, 5), (4, 6)), 1042, 293.800840873778)
(((5, 1), (5, 2)), 121, 186.89807162534436)
(((5, 5), (5, 6)), 86, 164.33720930232562)
