500
2
2000
2
50502020601040501020504060101050303040204020304030502060204010603050101010201050402040105010201060
(((1, 0), (1, 1)), 18, 166.66666666666666)
(((2, 0), (2, 1)), 19, 172.10526315789474)
(((2, 1), (3, 1)), 19, 173.42105263157896)
(((2, 2), (3, 2)), 24, 203.95833333333334)
(((4, 1), (4, 2)), 16, 149.375)
(((4, 2), (5, 2)), 1829, 555.5080276324137)
(((4, 2), (4, 3)), 19, 172.10526315789474)
(((4, 3), (4, 4)), 17, 161.76470588235293)
(((4, 4), (4, 5)), 19, 176.05263157894737)
(((5, 2), (5, 3)), 20, 185.5)
