500
2
2000
2
10306040104050302040102010104030202030405030301010602030206050302020606040202030604040104010302040
(((0, 1), (1, 1)), 32, 187.8125)
(((0, 4), (1, 4)), 37, 203.05405405405406)
(((1, 0), (1, 1)), 46, 222.91304347826087)
(((1, 1), (2, 1)), 1576, 576.6875302151307)
(((1, 3), (1, 4)), 32, 188.90625)
(((1, 4), (2, 4)), 37, 204.59459459459458)
(((2, 0), (2, 1)), 40, 208.65)
(((4, 3), (5, 3)), 27, 166.85185185185185)
(((4, 3), (4, 4)), 47, 226.87234042553192)
(((4, 4), (5, 4)), 48, 229.60416666666666)
(((5, 1), (6, 1)), 35, 194.71428571428572)
(((5, 5), (6, 5)), 43, 218.86046511627907)
