500
2
2000
2
50305030101060601050604010301050304050406060302010404010505030502030102030103060403030405050402020
(((1, 4), (2, 4)), 81, 223.65432098765433)
(((1, 4), (1, 5)), 37, 147.7027027027027)
(((2, 1), (2, 2)), 45, 170.84444444444446)
(((2, 3), (3, 3)), 42, 162.83333333333334)
(((2, 3), (2, 4)), 75, 219.13333333333333)
(((2, 4), (3, 4)), 40, 157.1)
(((2, 4), (2, 5)), 65, 205.15384615384616)
(((3, 1), (3, 2)), 1380, 340.2578674948239)
(((4, 1), (4, 2)), 43, 165.86046511627907)
(((4, 2), (5, 2)), 86, 228.0930232558139)
(((4, 2), (4, 3)), 52, 184.07692307692307)
(((4, 5), (5, 5)), 54, 189.2962962962963)
