500
2
2000
2
50305040403040302050504040303030202060102040505040602060504010504060305030304050605010606020503040
(((0, 0), (0, 1)), 84, 249.36111111111114)
(((0, 3), (1, 3)), 37, 171.6216216216216)
(((0, 5), (1, 5)), 60, 221.7)
(((0, 5), (0, 6)), 64, 227.53125)
(((1, 0), (1, 1)), 59, 219.05084745762713)
(((1, 1), (2, 1)), 1015, 356.67980295566537)
(((2, 2), (3, 2)), 40, 181.875)
(((3, 0), (4, 0)), 46, 196.7173913043478)
(((3, 0), (3, 1)), 99, 260.32323232323245)
(((3, 3), (4, 3)), 193, 301.4645941278066)
(((3, 4), (3, 5)), 65, 228.24615384615385)
(((3, 5), (4, 5)), 44, 190.6818181818182)
(((3, 5), (3, 6)), 43, 189.6046511627907)
(((4, 3), (4, 4)), 65, 226.974358974359)
(((4, 4), (4, 5)), 86, 251.24418604651171)
