500
2
2000
2
60602010103060506060201020301040105030604030503020303010103020402050504030404060204020505020201050
(((0, 0), (1, 0)), 60, 220.36666666666667)
(((0, 2), (1, 2)), 54, 209.03703703703704)
(((3, 0), (3, 1)), 56, 212.82142857142858)
(((3, 1), (4, 1)), 44, 189.8409090909091)
(((3, 1), (3, 2)), 72, 233.65277777777777)
(((3, 2), (3, 3)), 56, 212.14285714285714)
(((3, 3), (4, 3)), 42, 185.52380952380952)
(((5, 0), (5, 1)), 1438, 398.391422169239)
(((5, 4), (5, 5)), 90, 251.86666666666667)
(((5, 5), (6, 5)), 88, 250.125)
