500
2
2000
2
50104010104020605010501010403060303050403050105010106020605040602030605050403030405010306030605020
(((0, 1), (0, 2)), 5, 144.0)
(((0, 2), (1, 2)), 32, 448.1145833333334)
(((0, 3), (1, 3)), 7, 235.0)
(((0, 5), (1, 5)), 6, 188.33333333333334)
(((1, 2), (1, 3)), 5, 158.0)
(((1, 5), (1, 6)), 6, 168.8888888888889)
(((2, 0), (2, 1)), 17, 387.6470588235294)
(((2, 4), (3, 4)), 12, 332.08333333333337)
(((3, 0), (3, 1)), 1886, 1009.1644700297968)
(((3, 1), (4, 1)), 6, 166.66666666666666)
(((3, 1), (3, 2)), 7, 231.42857142857142)
(((4, 0), (4, 1)), 5, 140.0)
(((4, 5), (5, 5)), 6, 200.0)
