500
2
2000
2
60306040306060605030606030604030106040305010406020501020501040406050401030504060402060501050104060
(((0, 2), (1, 2)), 22, 146.63636363636363)
(((0, 2), (0, 3)), 25, 165.2)
(((0, 4), (1, 4)), 24, 159.16666666666666)
(((0, 4), (0, 5)), 40, 216.1)
(((0, 5), (1, 5)), 26, 170.00000000000003)
(((1, 1), (1, 2)), 1698, 557.0319142969306)
(((1, 5), (1, 6)), 24, 156.24999999999997)
(((3, 1), (4, 1)), 30, 183.33333333333334)
(((3, 2), (3, 3)), 36, 203.33333333333334)
(((4, 0), (4, 1)), 25, 160.0)
(((4, 5), (4, 6)), 26, 168.07692307692304)
(((5, 2), (6, 2)), 24, 155.41666666666666)
