500
2
2000
2
30601010203050304030505020402010404030501030405040403060206030206020306060406010303060206050305060
(((1, 1), (2, 1)), 18, 153.33333333333334)
(((1, 5), (2, 5)), 18, 154.72222222222223)
(((2, 0), (3, 0)), 22, 179.54545454545453)
(((2, 1), (3, 1)), 16, 135.625)
(((2, 1), (2, 2)), 24, 195.41666666666666)
(((2, 2), (3, 2)), 1629, 656.0180361893064)
(((2, 4), (3, 4)), 27, 212.40740740740742)
(((3, 1), (3, 2)), 23, 188.47826086956522)
(((3, 5), (3, 6)), 64, 296.82812499999994)
(((4, 0), (4, 1)), 24, 197.91666666666666)
(((4, 5), (4, 6)), 21, 176.66666666666669)
(((5, 1), (6, 1)), 28, 217.14285714285714)
(((5, 2), (6, 2)), 23, 188.1304347826087)
(((5, 2), (5, 3)), 32, 231.875)
(((5, 4), (6, 4)), 31, 225.16129032258064)
