500
2
2000
2
50304030103040106030403060106010105010103020602050601060101040601050102030101020402010202050503060
(((0, 2), (1, 2)), 117, 163.0940170940171)
(((0, 3), (1, 3)), 159, 181.24528301886792)
(((0, 4), (1, 4)), 116, 161.735632183908)
(((1, 0), (2, 0)), 163, 182.52351738241316)
(((1, 5), (1, 6)), 94, 148.36170212765953)
(((2, 0), (2, 1)), 108, 157.52777777777786)
(((2, 2), (2, 3)), 108, 157.89814814814818)
(((2, 3), (2, 4)), 120, 164.525)
(((3, 4), (3, 5)), 142, 174.57746478873233)
(((3, 5), (4, 5)), 97, 150.2474226804123)
(((4, 1), (5, 1)), 217, 196.74961597542242)
(((4, 2), (5, 2)), 111, 159.67567567567562)
(((4, 4), (5, 4)), 145, 175.48275862068968)
(((4, 4), (4, 5)), 100, 152.2033333333333)
(((4, 5), (4, 6)), 104, 154.7980769230769)
(((5, 0), (6, 0)), 99, 151.87878787878776)
