500
2
2000
2
40104020402060404010401050302040306050304060203060205010501040201040202060301030301020302030403040
(((0, 0), (0, 1)), 2, 120.0)
(((0, 1), (1, 1)), 2, 243.33333333333334)
(((0, 1), (0, 2)), 2, 160.0)
(((0, 2), (1, 2)), 2, 140.0)
(((0, 3), (1, 3)), 2, 120.0)
(((1, 2), (1, 3)), 2, 140.0)
(((2, 0), (2, 1)), 2, 140.0)
(((2, 4), (2, 5)), 2, 283.33333333333337)
(((4, 2), (5, 2)), 2, 120.0)
(((5, 2), (6, 2)), 2, 120.0)
(((5, 2), (5, 3)), 2, 160.0)
(((5, 3), (6, 3)), 1976, 1419.0294365722004)
(((5, 4), (6, 4)), 2, 160.0)
