500
2
2000
2
60504030504050306050104060402040601030105030601060304010205020505010404050106020505040105040504040
(((0, 5), (1, 5)), 60, 158.8)
(((2, 1), (2, 2)), 96, 194.2291666666667)
(((2, 2), (3, 2)), 76, 178.10526315789477)
(((3, 2), (3, 3)), 87, 187.35632183908046)
(((3, 5), (3, 6)), 81, 182.1975308641975)
(((4, 1), (4, 2)), 66, 167.00000000000003)
(((4, 4), (5, 4)), 73, 175.4794520547946)
(((4, 5), (5, 5)), 74, 175.6351351351351)
(((5, 4), (6, 4)), 1280, 339.63448660714295)
(((5, 4), (5, 5)), 107, 201.62616822429908)
