500
2
2000
2
60306010205040606040505030102030502020506010503020102060302010104060305050601060303040402040304040
(((0, 1), (1, 1)), 28, 189.28571428571428)
(((0, 2), (1, 2)), 37, 224.1081081081081)
(((0, 5), (1, 5)), 28, 189.76190476190476)
(((1, 2), (2, 2)), 35, 216.71428571428572)
(((1, 4), (1, 5)), 35, 218.71428571428572)
(((1, 5), (2, 5)), 45, 246.0)
(((2, 4), (3, 4)), 40, 231.55)
(((2, 5), (3, 5)), 36, 220.66666666666666)
(((3, 3), (3, 4)), 21, 144.76190476190476)
(((3, 4), (4, 4)), 94, 308.6702127659574)
(((4, 5), (4, 6)), 138, 334.3333333333334)
(((5, 4), (6, 4)), 1463, 415.8538554177653)
