500
2
2000
2
60404030301030103010401020504060103020606050302060604030301010506050203060104050405020504040304060
(((0, 3), (1, 3)), 24, 204.93055555555554)
(((0, 5), (0, 6)), 21, 186.1904761904762)
(((2, 2), (3, 2)), 16, 146.875)
(((2, 4), (3, 4)), 1691, 564.8490467742386)
(((2, 4), (2, 5)), 23, 196.95652173913044)
(((2, 5), (3, 5)), 26, 214.23076923076923)
(((3, 0), (3, 1)), 90, 325.7000000000001)
(((3, 2), (4, 2)), 27, 218.33333333333334)
(((3, 5), (4, 5)), 25, 207.92)
(((4, 4), (5, 4)), 25, 207.6)
(((4, 5), (5, 5)), 32, 237.53125)
