500
2
2000
2
20502030405050203060405040106010201040506010604030305030604010302020504030602030203020104020605060
(((0, 4), (1, 4)), 24, 211.25)
(((0, 5), (1, 5)), 16, 155.625)
(((1, 3), (1, 4)), 20, 184.25)
(((1, 4), (2, 4)), 22, 202.27272727272728)
(((1, 4), (1, 5)), 35, 253.0380952380952)
(((3, 0), (3, 1)), 18, 170.55555555555554)
(((3, 5), (3, 6)), 23, 208.2608695652174)
(((4, 3), (5, 3)), 20, 189.0)
(((4, 3), (4, 4)), 22, 201.36363636363637)
(((4, 4), (5, 4)), 32, 244.625)
(((4, 5), (4, 6)), 18, 176.48148148148147)
(((5, 3), (5, 4)), 1750, 674.9434240362804)
