500
2
2000
2
30302010603020306020203040405030103030505060302060204030601040303020102050503060104040305050305060
(((0, 1), (1, 1)), 30, 177.66666666666666)
(((0, 4), (0, 5)), 33, 186.96969696969697)
(((1, 0), (1, 1)), 38, 199.39473684210526)
(((2, 0), (2, 1)), 36, 197.94444444444446)
(((2, 1), (2, 2)), 147, 303.8095238095238)
(((2, 2), (3, 2)), 49, 227.89795918367346)
(((2, 3), (3, 3)), 28, 168.21428571428575)
(((3, 4), (4, 4)), 1544, 590.8959104367154)
(((5, 1), (6, 1)), 32, 184.0625)
(((5, 3), (6, 3)), 28, 170.0)
(((5, 3), (5, 4)), 35, 192.17142857142858)
