500
2
2000
2
40405040604060105030505010102010604010506030306020605040604040102030204040204060603010102010204030
(((0, 2), (1, 2)), 67, 271.3731343283582)
(((0, 2), (0, 3)), 33, 203.93939393939394)
(((1, 1), (1, 2)), 65, 267.1538461538463)
(((1, 4), (2, 4)), 31, 197.90322580645162)
(((1, 4), (1, 5)), 30, 194.4)
(((1, 5), (2, 5)), 26, 174.6153846153846)
(((4, 0), (5, 0)), 34, 208.64705882352942)
(((4, 2), (5, 2)), 147, 321.1995464852606)
(((4, 3), (5, 3)), 1478, 770.2411721116067)
(((4, 5), (4, 6)), 32, 201.625)
(((5, 2), (5, 3)), 57, 256.91228070175447)
