500
2
2000
2
20501040505020402020103020302050203050104020406060104020405050605030403040305010505060304040605040
(((0, 0), (1, 0)), 33, 229.2020202020202)
(((1, 0), (2, 0)), 28, 209.83333333333334)
(((1, 0), (1, 1)), 24, 188.375)
(((1, 1), (2, 1)), 23, 184.7826086956522)
(((3, 5), (3, 6)), 52, 276.8846153846154)
(((4, 0), (4, 1)), 19, 154.73684210526315)
(((4, 3), (5, 3)), 37, 241.40540540540542)
(((4, 3), (4, 4)), 71, 303.46478873239437)
(((4, 4), (5, 4)), 29, 210.17241379310346)
(((4, 4), (4, 5)), 39, 245.71794871794873)
(((5, 1), (6, 1)), 1620, 643.8891632373134)
(((5, 3), (5, 4)), 25, 196.0)
