500
2
2000
2
30404030106010204020403050502020405060601050403060203010505060205030406030201040101050506010506020
(((0, 2), (1, 2)), 26, 180.0)
(((0, 3), (1, 3)), 19, 136.31578947368422)
(((1, 1), (2, 1)), 118, 311.95197740113)
(((1, 1), (1, 2)), 32, 202.3125)
(((1, 2), (2, 2)), 36, 217.94444444444446)
(((1, 2), (1, 3)), 35, 212.34285714285716)
(((2, 1), (3, 1)), 25, 176.0)
(((2, 1), (2, 2)), 28, 187.14285714285714)
(((2, 3), (3, 3)), 64, 269.96875)
(((5, 0), (6, 0)), 30, 197.6)
(((5, 3), (5, 4)), 1587, 490.89999599923976)
