500
2
2000
2
20505040606050105020301050403010503030104060403060506010306060304060504060404050103060504060106040
(((1, 1), (1, 2)), 14, 192.14285714285714)
(((2, 1), (2, 2)), 1703, 550.0482202276086)
(((2, 2), (3, 2)), 18, 238.33333333333334)
(((3, 0), (4, 0)), 11, 157.27272727272728)
(((3, 0), (3, 1)), 11, 156.36363636363637)
(((3, 2), (3, 3)), 15, 204.0)
(((3, 3), (4, 3)), 189, 434.51675485008815)
(((4, 4), (5, 4)), 12, 170.0)
(((5, 0), (5, 1)), 14, 192.85714285714286)
(((5, 5), (6, 5)), 13, 183.84615384615384)
