500
2
2000
2
40303060102030505010506040206030405040205060306060306020101060306060406020402040405040306030206010
(((0, 1), (1, 1)), 22, 168.18181818181822)
(((1, 2), (1, 3)), 33, 217.72727272727272)
(((1, 5), (1, 6)), 39, 234.7948717948718)
(((2, 5), (2, 6)), 22, 167.95454545454547)
(((3, 0), (3, 1)), 25, 182.8)
(((3, 3), (4, 3)), 1521, 551.1756102397134)
(((3, 4), (4, 4)), 38, 232.78070175438594)
(((3, 4), (3, 5)), 20, 154.25)
(((4, 0), (5, 0)), 23, 167.82608695652175)
(((4, 2), (4, 3)), 19, 145.78947368421052)
(((5, 2), (6, 2)), 178, 342.7490636704119)
(((5, 2), (5, 3)), 37, 230.02702702702703)
(((5, 5), (6, 5)), 23, 169.1304347826087)
