500
2
2000
2
50405050302050203030202050601040202010205060406030302010202050206010606020406030604060506030202010
(((0, 0), (0, 1)), 21, 173.17460317460313)
(((0, 1), (1, 1)), 37, 244.49549549549548)
(((0, 5), (1, 5)), 75, 306.5022222222222)
(((1, 2), (2, 2)), 20, 165.0)
(((1, 4), (2, 4)), 118, 337.83333333333337)
(((1, 4), (1, 5)), 21, 176.42857142857142)
(((1, 5), (2, 5)), 21, 172.8095238095238)
(((1, 5), (1, 6)), 1535, 540.6626337831561)
(((2, 4), (2, 5)), 23, 190.8695652173913)
(((3, 0), (4, 0)), 21, 180.63492063492066)
(((3, 3), (4, 3)), 19, 163.1578947368421)
(((4, 2), (4, 3)), 36, 243.19444444444446)
(((4, 4), (5, 4)), 31, 227.38709677419354)
(((4, 5), (5, 5)), 22, 181.8181818181818)
