500
2
2000
2
20502020603030106020603010606030403020305030201040401040306060743030501020501030106020606010102060
(((0, 0), (0, 1)), 16, 1454.1666666666665)
(((0, 4), (1, 4)), 10, 1393.0)
(((1, 4), (2, 4)), 1, 120.0)
(((1, 4), (1, 5)), 5, 1174.6666666666665)
(((2, 0), (2, 1)), 4, 1020.8333333333333)
(((2, 2), (3, 2)), 4, 1130.0)
(((3, 3), (4, 3)), 78, 1661.6752136752139)
(((3, 5), (3, 6)), 34, 1578.843137254902)
(((4, 2), (4, 3)), 1761, 2026.4041219364892)
(((4, 3), (5, 3)), 45, 1613.9259259259256)
(((4, 3), (4, 4)), 35, 1588.8952380952383)
(((5, 4), (6, 4)), 6, 1241.111111111111)
(((5, 5), (6, 5)), 1, 160.0)
