500
2
2000
2
60304060203010601030102060303050105040206040305040206050504050601060204010204060504030403030605030
(((1, 2), (2, 2)), 20, 149.5)
(((1, 5), (2, 5)), 25, 181.6)
(((2, 1), (2, 2)), 22, 164.31818181818184)
(((2, 2), (3, 2)), 25, 177.2)
(((2, 2), (2, 3)), 39, 234.82051282051276)
(((2, 4), (3, 4)), 38, 230.92105263157896)
(((2, 4), (2, 5)), 1606, 425.36645318152136)
(((2, 5), (2, 6)), 37, 232.27027027027026)
(((4, 0), (4, 1)), 26, 183.26923076923077)
(((4, 3), (4, 4)), 31, 207.74193548387098)
(((4, 4), (5, 4)), 27, 191.66666666666666)
(((4, 4), (4, 5)), 24, 172.5)
(((5, 0), (5, 1)), 55, 272.32727272727266)
(((5, 4), (5, 5)), 25, 179.2)
