500
2
2000
2
20601030606050406050201050601050604050303040302010606030402020405040506040102020402040202010503020
(((1, 0), (2, 0)), 43, 181.95348837209303)
(((2, 1), (2, 2)), 56, 205.60714285714286)
(((4, 2), (5, 2)), 34, 154.88235294117644)
(((4, 3), (5, 3)), 47, 190.2978723404255)
(((5, 0), (6, 0)), 856, 398.4999165554077)
(((5, 0), (5, 1)), 41, 176.91056910569108)
(((5, 2), (6, 2)), 718, 334.91895476853693)
(((5, 2), (5, 3)), 101, 251.81518151815195)
(((5, 3), (6, 3)), 38, 167.78947368421052)
(((5, 5), (5, 6)), 66, 219.9090909090909)
