500
2
2000
2
20106010502040106010302060206020506040205020404060506050304030506040303030502060106040202050305020
(((0, 1), (1, 1)), 78, 181.30769230769235)
(((0, 2), (1, 2)), 95, 195.38947368421051)
(((0, 5), (1, 5)), 62, 163.1290322580645)
(((1, 4), (1, 5)), 75, 178.24)
(((1, 5), (2, 5)), 64, 165.0625)
(((1, 5), (1, 6)), 59, 157.69491525423734)
(((3, 3), (3, 4)), 88, 191.09090909090918)
(((3, 4), (4, 4)), 65, 167.0)
(((3, 4), (3, 5)), 984, 441.4850464576079)
(((4, 1), (5, 1)), 74, 177.8108108108108)
(((4, 2), (5, 2)), 63, 164.8888888888889)
(((4, 3), (4, 4)), 110, 205.38181818181818)
(((5, 2), (5, 3)), 82, 185.09756097560975)
(((5, 3), (6, 3)), 101, 199.86138613861385)
