500
2
2000
2
20406010306050403020201030304050603050605050103040105010304030103060401010501010401040406050301020
(((0, 0), (0, 1)), 11, 171.36363636363637)
(((0, 4), (1, 4)), 10, 138.0)
(((2, 2), (2, 3)), 9, 133.33333333333334)
(((2, 5), (3, 5)), 15, 213.33333333333334)
(((3, 3), (3, 4)), 10, 154.0)
(((4, 3), (4, 4)), 15, 210.2222222222222)
(((5, 1), (5, 2)), 17, 235.88235294117646)
(((5, 2), (5, 3)), 11, 162.72727272727272)
(((5, 5), (6, 5)), 1890, 567.2776350046179)
(((5, 5), (5, 6)), 12, 185.83333333333334)
