500
2
2000
2
30203030202030604060504060602060101030502050406020203010103010305030503010501040501020304030101050
(((0, 0), (0, 1)), 99, 204.77777777777777)
(((1, 1), (2, 1)), 53, 158.03773584905656)
(((2, 1), (2, 2)), 68, 178.07352941176467)
(((2, 4), (2, 5)), 1343, 487.3000390029427)
(((4, 1), (5, 1)), 72, 182.66666666666663)
(((4, 2), (5, 2)), 78, 189.10256410256412)
(((4, 5), (5, 5)), 59, 166.2033898305084)
(((5, 0), (5, 1)), 74, 185.13513513513513)
(((5, 3), (6, 3)), 59, 166.27118644067798)
(((5, 5), (5, 6)), 95, 202.1789473684211)
