500
2
2000
2
60402020302020403040501060305040602030403060601010201020301010405050301040201030302020504060102030
(((0, 1), (1, 1)), 20, 146.49999999999997)
(((0, 3), (0, 4)), 21, 155.71428571428572)
(((0, 4), (0, 5)), 23, 166.30434782608697)
(((1, 0), (1, 1)), 21, 157.14285714285714)
(((1, 1), (2, 1)), 19, 143.68421052631578)
(((1, 1), (1, 2)), 19, 142.10526315789474)
(((2, 2), (3, 2)), 30, 199.0)
(((3, 1), (4, 1)), 25, 176.12)
(((3, 3), (4, 3)), 20, 144.5)
(((3, 4), (3, 5)), 38, 227.78947368421052)
(((4, 0), (5, 0)), 24, 171.45833333333334)
(((4, 2), (4, 3)), 1682, 432.22153332200855)
(((4, 3), (5, 3)), 21, 155.23809523809524)
(((5, 2), (5, 3)), 18, 135.55555555555554)
(((5, 5), (5, 6)), 19, 140.52631578947367)
