500
2
2000
2
40501060306050201040106030402050601030504050304060305020104020402020305060406030502050603050503010
(((0, 2), (1, 2)), 48, 261.2083333333334)
(((0, 2), (0, 3)), 27, 195.92592592592592)
(((0, 4), (1, 4)), 52, 267.7564102564102)
(((1, 4), (1, 5)), 1518, 455.19452809670184)
(((3, 0), (4, 0)), 28, 197.14285714285714)
(((3, 2), (4, 2)), 24, 180.41666666666666)
(((4, 1), (4, 2)), 40, 239.375)
(((4, 2), (5, 2)), 25, 185.0)
(((4, 2), (4, 3)), 106, 324.92452830188694)
(((4, 4), (5, 4)), 20, 151.49999999999994)
(((4, 5), (5, 5)), 31, 210.6451612903226)
(((4, 5), (4, 6)), 25, 184.4)
(((5, 5), (6, 5)), 56, 274.18452380952374)
