500
2
2000
2
20302030505020405030506050503040305060603060301010301030501020605060603010102010304040302050406030
(((0, 1), (0, 2)), 17, 232.94117647058823)
(((0, 2), (1, 2)), 14, 196.66666666666669)
(((0, 2), (0, 3)), 41, 348.99999999999994)
(((0, 3), (1, 3)), 13, 189.23076923076923)
(((0, 3), (0, 4)), 21, 269.2063492063492)
(((0, 4), (1, 4)), 22, 270.15151515151507)
(((1, 3), (1, 4)), 12, 175.83333333333334)
(((2, 1), (3, 1)), 12, 170.83333333333334)
(((3, 1), (4, 1)), 12, 184.44444444444443)
(((3, 1), (3, 2)), 13, 194.23076923076923)
(((3, 4), (3, 5)), 23, 277.82608695652175)
(((4, 1), (4, 2)), 13, 198.07692307692307)
(((4, 3), (4, 4)), 62, 383.9139784946236)
(((5, 2), (5, 3)), 1713, 819.4369388152252)
(((5, 3), (5, 4)), 12, 185.0)
