500
2
2000
2
60604030406010406060405030604050305010505050604050306030305010605010606010402050605010603050302020
(((0, 0), (1, 0)), 51, 221.7450980392157)
(((0, 2), (1, 2)), 31, 166.1290322580645)
(((0, 3), (1, 3)), 40, 196.75)
(((1, 3), (1, 4)), 41, 200.3658536585366)
(((1, 4), (2, 4)), 1612, 408.5877939265044)
(((2, 1), (3, 1)), 37, 188.13513513513513)
(((2, 3), (2, 4)), 33, 175.45454545454547)
(((3, 0), (3, 1)), 39, 195.2051282051282)
(((3, 3), (3, 4)), 31, 164.51612903225808)
(((4, 3), (4, 4)), 44, 205.50000000000003)
(((4, 5), (4, 6)), 41, 198.6341463414634)
