500
2
2000
2
50503030101040606030201020101050203030204030101030105050102050604050201010304030306060403040602030
(((0, 3), (1, 3)), 26, 201.025641025641)
(((0, 5), (1, 5)), 22, 177.50000000000003)
(((1, 2), (2, 2)), 27, 209.07407407407408)
(((1, 2), (1, 3)), 33, 232.64646464646466)
(((2, 0), (3, 0)), 68, 301.44607843137254)
(((2, 2), (2, 3)), 28, 211.0)
(((2, 4), (3, 4)), 35, 239.0)
(((3, 0), (4, 0)), 37, 244.3783783783784)
(((3, 0), (3, 1)), 28, 212.69047619047618)
(((3, 3), (3, 4)), 21, 174.5238095238095)
(((4, 0), (4, 1)), 40, 254.85)
(((4, 3), (4, 4)), 1594, 536.4433291509827)
(((5, 2), (5, 3)), 41, 257.3170731707317)
