500
2
2000
2
40504020301010604060602060303040405010404010105060604030406010203020401040504020403050603030601010
(((0, 0), (0, 1)), 32, 226.1875)
(((0, 1), (1, 1)), 21, 177.61904761904762)
(((0, 1), (0, 2)), 21, 176.98412698412696)
(((1, 0), (1, 1)), 18, 152.96296296296296)
(((1, 1), (1, 2)), 1776, 507.803517803518)
(((1, 4), (1, 5)), 27, 204.25925925925927)
(((3, 2), (4, 2)), 23, 186.95652173913044)
(((3, 5), (3, 6)), 19, 164.21052631578948)
(((4, 4), (5, 4)), 28, 213.57142857142858)
(((4, 5), (5, 5)), 18, 157.22222222222223)
(((4, 5), (4, 6)), 17, 145.0)
