500
2
2000
2
30206040504010403050102030105010104030103020503020103010502010505010505010402010103040506060506010
(((1, 3), (2, 3)), 11, 150.9090909090909)
(((1, 5), (2, 5)), 13, 193.84615384615384)
(((2, 0), (3, 0)), 12, 168.33333333333331)
(((2, 4), (2, 5)), 12, 168.33333333333334)
(((2, 5), (3, 5)), 30, 309.48888888888894)
(((2, 5), (2, 6)), 1838, 555.46284781595)
(((3, 0), (3, 1)), 13, 191.53846153846155)
(((3, 4), (3, 5)), 14, 202.85714285714286)
(((3, 5), (4, 5)), 12, 173.33333333333334)
(((3, 5), (3, 6)), 17, 228.7058823529412)
(((4, 4), (4, 5)), 13, 185.3846153846154)
(((4, 5), (4, 6)), 15, 216.33333333333334)
