500
2
2000
2
20201020201010106020404050506020506060203010302060204030202030103030601040602040202010603060106020
(((0, 1), (0, 2)), 2, 160.0)
(((0, 2), (1, 2)), 1974, 1116.4402108361085)
(((0, 2), (0, 3)), 2, 120.0)
(((1, 1), (1, 2)), 2, 120.0)
(((2, 1), (2, 2)), 2, 160.0)
(((3, 0), (4, 0)), 2, 120.0)
(((3, 1), (3, 2)), 3, 186.66666666666666)
(((3, 2), (4, 2)), 3, 236.66666666666666)
(((4, 2), (4, 3)), 3, 246.66666666666666)
(((4, 5), (4, 6)), 2, 160.0)
(((5, 2), (6, 2)), 2, 160.0)
(((5, 3), (5, 4)), 3, 170.0)
