500
2
2000
2
40103040504030501060502010506060204020404020404030605060501050404020101020603030205060101050303010
(((1, 2), (2, 2)), 84, 193.07142857142858)
(((2, 3), (3, 3)), 82, 191.609756097561)
(((2, 3), (2, 4)), 794, 295.4072208228375)
(((3, 2), (4, 2)), 96, 203.39583333333334)
(((3, 2), (3, 3)), 176, 240.375)
(((3, 3), (4, 3)), 56, 158.95238095238093)
(((5, 0), (6, 0)), 358, 271.28305400372426)
(((5, 0), (5, 1)), 62, 167.41935483870967)
(((5, 3), (6, 3)), 105, 209.10476190476192)
(((5, 5), (6, 5)), 187, 243.1988795518207)
