500
2
2000
2
60504050104010404010505010301060602050303020204040303060303020604060105040302060405020304030302060
(((0, 2), (1, 2)), 39, 158.05128205128204)
(((0, 3), (0, 4)), 53, 187.39622641509433)
(((0, 5), (1, 5)), 37, 152.16216216216222)
(((1, 5), (1, 6)), 41, 161.95121951219514)
(((2, 3), (2, 4)), 35, 144.57142857142853)
(((2, 4), (3, 4)), 43, 167.2093023255814)
(((3, 2), (4, 2)), 51, 182.45098039215685)
(((3, 4), (4, 4)), 91, 228.5054945054945)
(((3, 5), (3, 6)), 41, 160.6341463414634)
(((4, 2), (5, 2)), 51, 183.13725490196077)
(((4, 4), (5, 4)), 1417, 472.08932352051613)
(((5, 1), (5, 2)), 44, 168.98484848484847)
(((5, 2), (6, 2)), 57, 193.5438596491228)
