500
2
2000
2
50304040502060205010506040102050405030205060205010106040506020506030601010306030505040301030502010
(((0, 0), (0, 1)), 11, 150.9090909090909)
(((0, 3), (0, 4)), 10, 145.0)
(((2, 2), (3, 2)), 10, 141.0)
(((3, 0), (3, 1)), 12, 161.94444444444446)
(((3, 1), (3, 2)), 13, 183.84615384615384)
(((3, 2), (3, 3)), 23, 257.39130434782606)
(((3, 3), (4, 3)), 11, 157.27272727272728)
(((3, 5), (4, 5)), 12, 163.33333333333334)
(((5, 2), (6, 2)), 1872, 903.0436762311772)
(((5, 3), (6, 3)), 14, 188.09523809523807)
(((5, 4), (6, 4)), 12, 169.16666666666669)
