500
2
2000
2
40306060305060105010406030506050103060201050105060303050401010205020506040603020103060105030406020
(((0, 3), (0, 4)), 41, 194.4390243902439)
(((0, 4), (1, 4)), 74, 245.67567567567568)
(((2, 1), (3, 1)), 1371, 416.3421208016394)
(((2, 1), (2, 2)), 113, 275.43362831858406)
(((2, 3), (3, 3)), 40, 193.20000000000002)
(((3, 0), (3, 1)), 40, 192.65)
(((3, 1), (3, 2)), 80, 251.7041666666666)
(((3, 2), (4, 2)), 32, 169.53125)
(((3, 3), (3, 4)), 98, 266.27210884353747)
(((4, 4), (5, 4)), 38, 187.37719298245617)
(((5, 1), (6, 1)), 73, 245.05479452054794)
