500
2
2000
2
20402030606040301030403040206010206020401040302020502020202030503010604110301020402010201050401050
(((0, 2), (1, 2)), 3, 203.33333333333334)
(((0, 3), (1, 3)), 2, 160.0)
(((0, 5), (0, 6)), 3, 193.33333333333334)
(((2, 3), (3, 3)), 2, 160.0)
(((2, 4), (3, 4)), 1969, 1141.1253678041403)
(((3, 1), (4, 1)), 2, 160.0)
(((3, 1), (3, 2)), 3, 345.5555555555555)
(((3, 2), (4, 2)), 3, 227.7777777777778)
(((3, 3), (3, 4)), 3, 170.0)
(((3, 4), (3, 5)), 2, 140.0)
(((4, 1), (4, 2)), 2, 160.0)
(((5, 1), (6, 1)), 3, 217.7777777777778)
(((5, 2), (6, 2)), 3, 160.0)
